name,popular_tags
Call of Duty: Black Ops - Mac Edition,"Action,Zombies,Multiplayer,FPS,Shooter,Free to Play"
Amnesia: The Dark Descent,"Horror,First-Person,Atmospheric,Survival Horror,Indie,Dark,Singleplayer,Adventure,Puzzle,Stealth,Psychological Horror,Survival,Story Rich,Gothic,Action,Exploration,Lovecraftian,Great Soundtrack,Masterpiece,Classic"
Realm Grinder,"Free to Play,Clicker,Strategy,Pixel Graphics,City Builder,RPG,Singleplayer,Casual,2D,Building,Resource Management,Indie,Simulation,Multiplayer,Addictive,Point & Click,Fantasy,Open World,Adventure"
Counter-Strike Nexon: Zombies,"Free to Play,Zombies,Multiplayer,FPS,Shooter,Action,Gore,First-Person,Co-op,Horror,PvP,Online Co-Op,Singleplayer,PvE,Classic,Massively Multiplayer,Mod,Funny,Walking Simulator,Indie"
Swords of Gargantua,"Action,Adventure,VR"
Pit People®,"Strategy,Funny,Turn-Based Combat,Comedy,RPG,Turn-Based,Co-op,Multiplayer,Great Soundtrack,Memes,Action,Local Co-Op,Indie,Hex Grid,Adventure,Open World,Early Access,Singleplayer,Gore,Casual"
Cadria Item Shop,"Free to Play,Casual,Simulation,Indie,RPG,Anime,Crafting"
Nova Drift,"Early Access,Indie,Action,Arcade,Space,Shooter,Early Access,Shoot 'Em Up,Rogue-lite,Arena Shooter,Replay Value,Rogue-like,Great Soundtrack,2D,Retro,Action RPG,Bullet Hell,Singleplayer,Casual,Colorful"
Sniper Fury,"Free to Play,Action,Shooter,Sniper,Multiplayer,FPS,Singleplayer,First-Person,Open World,Violent,Gore,Co-op,Massively Multiplayer,Adventure,Online Co-Op,Controller,Great Soundtrack,Funny,Comedy,Indie"
Beasts of Bermuda,"Early Access,Dinosaurs,Simulation,Massively Multiplayer,Indie,Adventure,Early Access,Multiplayer,Survival,Third Person,Realistic,PvP,Sandbox"
Bad North,"Strategy,Indie,Action,Simulation,RTS,Rogue-lite,Rogue-like,Tower Defense,Real Time Tactics,Singleplayer"
Slap City,"Early Access,Fighting,Indie,Action,Early Access,Multiplayer,2D Fighter,Funny,Platformer,Local Multiplayer,Great Soundtrack,4 Player Local,Memes"
Hero Siege,"RPG,Rogue-like,Hack and Slash,Indie,Action,Pixel Graphics,Multiplayer,Adventure,Local Co-Op,Co-op,2D,Top-Down,Rogue-lite,Action RPG,Difficult,Bullet Hell,Singleplayer,Controller,Twin Stick Shooter,Massively Multiplayer"
Descenders,"Sports,Cycling,Racing,Bikes,Action,Rogue-lite,Great Soundtrack,Multiplayer,Procedural Generation,Team-Based,Early Access"
Windlands 2,"Adventure,Action,Indie,VR"
EverQuest II,"Free to Play,RPG,Massively Multiplayer,MMORPG,Fantasy,Crafting,Open World,Adventure,Multiplayer,Exploration,Action,Character Customization,Singleplayer,Sandbox,Classic,FPS,First-Person"
EXAPUNKS,"Programming,Hacking,Puzzle,Indie,Simulation,Logic,Cyberpunk,Singleplayer,Great Soundtrack,Difficult,Sandbox"
Spelunky,"Rogue-like,Platformer,Indie,Difficult,2D,Local Co-Op,Replay Value,Procedural Generation,Addictive,Action,Perma Death,Rogue-lite,Adventure,Singleplayer,Co-op,Controller,Local Multiplayer,Great Soundtrack,Side Scroller,Multiplayer"
Death end re;Quest / デス エンド リクエスト / 死亡終局 輪廻試練,"Anime,JRPG,RPG,Sexual Content,Gore,Adventure,Nudity,Action,Violent,Visual Novel,Turn-Based,Singleplayer,Horror,Female Protagonist"
60 Seconds!,"Survival,Post-apocalyptic,Singleplayer,Strategy,Simulation,Dark Humor,Funny,Indie,Adventure,Comedy,Choices Matter,Action,Point & Click,Difficult,Casual,War,Dark Comedy,Atmospheric,Horror,Rogue-like"
Creativerse,"Free to Play,Survival,Multiplayer,Open World,Building,Sandbox,Crafting,Adventure,First-Person,Co-op,Action,Massively Multiplayer,Singleplayer,RPG,Indie,Casual,Simulation,Early Access,Voxel,Zombies"
Outlast 2,"Horror,Psychological Horror,Survival Horror,First-Person,Gore,Singleplayer,Dark,Atmospheric,Violent,Survival,Mature,Action,Adventure,Story Rich,Nudity,Sexual Content,Parkour,Indie,FPS,Multiplayer"
Trailer Park Boys: Greasy Money,"Free to Play,Clicker,Casual,Simulation,Indie"
One Hour One Life,"Survival,Indie,Massively Multiplayer,Simulation,Crafting,Multiplayer,Funny,2D,Casual,Early Access,Open World,Nudity,Sandbox"
Freddi Fish and the Case of the Missing Kelp Seeds,"Point & Click,Adventure,Family Friendly,Casual,Education,Singleplayer,Great Soundtrack,Classic"
Clue/Cluedo: The Classic Mystery Game,"Casual,Strategy,Board Game,Mystery,Family Friendly,Multiplayer,Detective,Crime,Card Game,Addictive,Classic,Investigation,Logic,Puzzle,Cult Classic"
Hand Simulator,"Simulation,Funny,Difficult,Multiplayer,Memes,VR,First-Person,Comedy,Psychological Horror,Intentionally Awkward Controls,FPS,Action,Horror,Singleplayer,Sexual Content,Atmospheric,Open World,World War II,Nudity,Strategy"
RealityCapture,"Animation & Modeling,Design & Illustration"
METAL GEAR RISING: REVENGEANCE,"Great Soundtrack,Action,Hack and Slash,Spectacle fighter,Swordplay,Character Action Game,Third Person,Singleplayer,Ninja,Cyberpunk,Fast-Paced,Gore,Sci-fi,Difficult,Replay Value,Mechs,Adventure,Story Rich,Masterpiece,Beat 'em up"
Resident Evil™ 5/ Biohazard 5®,"Action,Zombies,Co-op,Third-Person Shooter,Horror,Co-op Campaign,Online Co-Op,Adventure,Third Person,Survival Horror,Shooter,Singleplayer,Multiplayer,Female Protagonist,Survival,Local Co-Op,Quick-Time Events,Gore,Atmospheric,3D Vision"
BOXVR,"Sports,Indie,VR,Action,Casual,Rhythm,Music,Music-Based Procedural Generation"
Druidstone: The Secret of the Menhir Forest,"RPG,Indie,Turn-Based,Adventure,Strategy,Fantasy,Turn-Based Tactics,Puzzle,Isometric,Turn-Based Combat,Tactical"
Poly Bridge,"Building,Simulation,Physics,Puzzle,Singleplayer,Sandbox,Indie,Strategy,Difficult,Funny,Great Soundtrack,Casual,Early Access,Education,Level Editor,Crime,Crafting,Family Friendly,Open World,Adventure"
The Legend of Heroes: Trails of Cold Steel,"JRPG,RPG,Anime,Story Rich,Great Soundtrack,Turn-Based,Singleplayer,Turn-Based Combat,Adventure,Fantasy,Cute,Dungeon Crawler,Romance,Dating Sim,Funny,Female Protagonist"
Don't Escape: 4 Days to Survive,"Adventure,Indie,Point & Click,Pixel Graphics,Post-apocalyptic,2D,Sci-fi,Singleplayer,Mystery,Story Rich,Choices Matter,Atmospheric,Great Soundtrack,Thriller,Survival"
Ocean Rift,"Adventure,Casual,Indie,VR"
Call of Duty: United Offensive,"Action,World War II,FPS,Multiplayer,Singleplayer,Shooter,Military,Historical,Classic,War,First-Person,Masterpiece,Atmospheric"
Gato Roboto,"Indie,Adventure,Action,Metroidvania,Pixel Graphics,2D,Retro,Platformer,Side Scroller,Singleplayer,Cute,Cats,Difficult,Exploration,Open World,Controller"
Sonic Adventure 2,"Action,Platformer,Great Soundtrack,3D Platformer,Classic,Adventure,Fast-Paced,Replay Value,Singleplayer,Local Multiplayer,Third Person,Retro,Family Friendly,Multiplayer,Split Screen,Racing,Story Rich,Masterpiece,Sci-fi,Comedy"
Batman: Arkham Asylum Game of the Year Edition,"Action,Batman,Stealth,Third Person,Adventure,Superhero,Singleplayer,Open World,Beat 'em up,Comic Book,Detective,Atmospheric,Story Rich,Masterpiece,Fighting,Action-Adventure,Controller,Metroidvania,Puzzle,3D Vision"
"Warhammer 40,000: Dawn of War II","Warhammer 40K,Strategy,RTS,Sci-fi,Multiplayer,Tactical,Games Workshop,Singleplayer,Co-op,Futuristic,Gore,Online Co-Op,RPG,Action,Real-Time,Co-op Campaign,Fantasy,Great Soundtrack,Masterpiece,Atmospheric"
Sentinels of the Multiverse,"Card Game,Superhero,Board Game,Strategy,Indie,Multiplayer,Co-op,Singleplayer,Local Co-Op,Online Co-Op,Comic Book"
Duck Game,"Multiplayer,Funny,Pixel Graphics,Action,Local Multiplayer,2D,4 Player Local,Platformer,Indie,Fast-Paced,Comedy,Retro,Shooter,Competitive,Great Soundtrack,Local Co-Op,Co-op,Memes,Casual,1980s"
LEGO® MARVEL's Avengers,"LEGO,Open World,Superhero,Adventure,Action,Comedy,Multiplayer,Funny,Local Co-Op,Third Person,Singleplayer,Co-op,Family Friendly,Local Multiplayer,Split Screen,Comic Book,Puzzle,Atmospheric,Free to Play,Online Co-Op"
Aliens vs. Predator™,"Action,FPS,Aliens,Sci-fi,Horror,Multiplayer,Shooter,Singleplayer,Gore,First-Person,Stealth,Atmospheric,Survival,Co-op,Blood,Survival Horror,Hunting,Adventure,Strategy,Online Co-Op"
Darksiders III,"Hack and Slash,Action,Female Protagonist,Adventure,Singleplayer,RPG,Action-Adventure,Violent,Open World,Atmospheric,Story Rich,Third Person,Post-apocalyptic,Puzzle,Dark Fantasy,Gore,Souls-like,Dark,Fantasy,Great Soundtrack"
POSTAL 2,"Dark Humor,Violent,Gore,FPS,Action,Open World,Classic,Singleplayer,Sandbox,Mature,Comedy,Funny,First-Person,Adventure,Shooter,Multiplayer,Satire,Family Friendly,Moddable,Indie"
"Warhammer 40,000: Eternal Crusade","Warhammer 40K,Third-Person Shooter,Action,PvP,Games Workshop,Multiplayer,Free to Play,Sci-fi,Massively Multiplayer,Co-op,Shooter,PvE,Team-Based,Character Customization,Violent,Tactical,Adventure,Futuristic,Tanks,Difficult"
Power & Revolution 2019 Edition,"Strategy,Simulation,Politics"
One Finger Death Punch 2,"Action,Indie,Beat 'em up,Fast-Paced,Casual,2D,Martial Arts,2D Fighter,Arcade,Mouse only,Gore,Difficult"
Shadowrun: Dragonfall - Director's Cut,"RPG,Cyberpunk,Turn-Based,Strategy,Sci-fi,Story Rich,Isometric,Tactical,Singleplayer,Indie,CRPG,Adventure,Turn-Based Tactics,Fantasy,Atmospheric,Kickstarter,Turn-Based Strategy,Moddable,Female Protagonist,Touch-Friendly"
Counter-Strike,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,1990's,e-sports,PvP,Old School,Military,Strategy,Masterpiece,Survival,Score Attack,1980s,Assassin"
Transport Fever,"Simulation,Management,Trains,Economy,Strategy,Building,Singleplayer,Sandbox,City Builder,Open World,Moddable,Realistic,Resource Management,Transportation,Driving,Indie,Flight,Relaxing,Adventure,Multiplayer"
Runes of Magic,"Free to Play,Massively Multiplayer,RPG,MMORPG,Adventure,Action,Fantasy,Multiplayer,PvP,PvE,Action RPG,Character Customization,Magic,Online Co-Op,Mystery Dungeon"
Disgaea 5 Complete / 魔界戦記ディスガイア5,"Strategy,RPG,JRPG,Anime,Turn-Based Tactics,Turn-Based,Singleplayer,Tactical RPG,Strategy RPG,Tactical,Turn-Based Strategy,Fantasy"
The Talos Principle,"Puzzle,First-Person,Sci-fi,Atmospheric,Story Rich,Philisophical,Singleplayer,Great Soundtrack,Robots,Adventure,Exploration,Open World,Indie,Difficult,Multiple Endings,Post-apocalyptic,Action,Mystery,Simulation,Masterpiece"
Executive Assault 2,"Early Access,RTS,Strategy,Space,Early Access,Base Building,Action,Indie,Multiplayer,FPS,Sci-fi,Singleplayer,War,Co-op,Robots"
Fable - The Lost Chapters,"RPG,Adventure,Action,Masterpiece,Fantasy,Third Person,Singleplayer,Choices Matter,Classic,Atmospheric,Open World,Magic,Story Rich,Great Soundtrack,Action RPG,Comedy,Character Customization,Exploration,Dark Fantasy,Medieval"
The Legend of Heroes: Trails of Cold Steel II,"JRPG,RPG,Anime,Story Rich,Great Soundtrack,Turn-Based,Singleplayer,Fantasy,Mechs,Romance,Adventure"
Niche - a genetics survival game,"Simulation,Strategy,Survival,Science,God Game,Singleplayer,Exploration,Sandbox,Indie,Cute,Turn-Based,Education,Family Friendly,Funny,Adventure,Open World,Turn-Based Strategy,Procedural Generation,Difficult,Management"
Ordeal of Princess Eris,"Indie,RPG,Nudity,JRPG,Anime,Female Protagonist,Multiple Endings,RPGMaker,Sexual Content,Funny,Memes"
Stronghold Crusader HD,"Strategy,Medieval,RTS,Multiplayer,Classic,City Builder,Tactical,Historical,Economy,Simulation,Singleplayer,Building,Masterpiece,Sandbox,Adventure,Co-op,Action,Great Soundtrack,2D,Remake"
Soundpad,"Utilities,Audio Production,Memes,Software"
Assassin’s Creed® Brotherhood,"Action,Adventure,Open World,Parkour,Stealth,Assassin,Third Person,Historical,Multiplayer,Singleplayer,Rome,Story Rich,Great Soundtrack,Atmospheric,Action-Adventure,Conspiracy,Sandbox,Medieval,Controller,Masterpiece"
STAR WARS™ Episode I Racer,"Racing,Action,Star Wars,Classic,Sci-fi,Singleplayer,Great Soundtrack,Multiplayer"
F.E.A.R. 2: Project Origin,"Horror,FPS,Action,Singleplayer,Shooter,Gore,Bullet Time,Psychological Horror,First-Person,Multiplayer,Atmospheric,Sci-fi,Classic,Story Rich,Co-op,Mechs,Sequel,Nudity,Open World"
AMID EVIL,"Early Access,FPS,Action,Retro,Fantasy,Great Soundtrack,Singleplayer,First-Person,Shooter,Violent,Indie,Fast-Paced,Dark Fantasy,Gore,Atmospheric,Dark,Arena Shooter,Adventure,Early Access,Classic"
Fallout 3,"Open World,Post-apocalyptic,RPG,Singleplayer,Exploration,First-Person,Sci-fi,Action,Adventure,Moddable,Atmospheric,FPS,Shooter,Masterpiece,Third Person,Character Customization,Story Rich,Sandbox,Action RPG,Horror"
Max Payne 3,"Action,Third-Person Shooter,Bullet Time,Story Rich,Multiplayer,Cinematic,Shooter,Third Person,Noir,Singleplayer,Great Soundtrack,Atmospheric,Masterpiece,Violent,Adventure,Nudity,Linear,Dark,Drama,3D Vision"
Timespinner,"Metroidvania,Indie,RPG,Adventure,Action,Female Protagonist,Pixel Graphics,Platformer,2D,Time Manipulation,Exploration,Singleplayer,Time Travel,Great Soundtrack"
God's Trigger,"Action,Indie,Violent,Gore,Co-op,Difficult,Fast-Paced,Co-op Campaign,Top-Down Shooter,Top-Down"
Nioh: Complete Edition / 仁王 Complete Edition,"Action,Souls-like,RPG,Difficult,Dark Fantasy,Hack and Slash,Third Person,Ninja,JRPG,Action RPG,Singleplayer,Adventure,Historical,Co-op,Multiplayer,Atmospheric,Loot,Fantasy,Great Soundtrack,Nudity"
PokerStars VR,"Early Access,Free to Play,Casual,Strategy,VR,Early Access,Card Game,Gambling"
Citystate,"Simulation,Strategy,City Builder,Politics,Indie,Casual,Building,Economy,Singleplayer,Sandbox,Great Soundtrack,Management,Realistic,Replay Value,Moddable,Resource Management"
Fishing: Barents Sea,"Simulation,Fishing,Open World,Singleplayer,Multiplayer"
Startup Company,"Early Access,Management,Simulation,Strategy,Economy,Early Access,Indie,Casual,Building,Sandbox,Singleplayer,Crafting,Real-Time with Pause,Moddable,Point & Click,Isometric,Family Friendly,Great Soundtrack"
Deus Ex: Human Revolution - Director's Cut,"Cyberpunk,Stealth,RPG,Sci-fi,FPS,Action,Story Rich,Singleplayer,Great Soundtrack,Transhumanism,Dystopian,First-Person,Masterpiece,Adventure,Atmospheric,Inventory Management,Shooter,Futuristic,Replay Value,Open World"
Rivals of Aether,"Fighting,2D Fighter,Multiplayer,Pixel Graphics,Indie,Local Multiplayer,Competitive,Great Soundtrack,2D,4 Player Local,Platformer,Action,Arcade,Early Access,Singleplayer,Beat 'em up,Controller,Retro,GameMaker,Anime"
Victory At Sea Pacific,"Indie,Strategy,Action,Simulation,World War II,Naval,Open World,RTS,Real-Time with Pause,Real Time Tactics,Tactical,Real-Time,Adventure"
resident evil 4 / biohazard 4,"Inventory Management,Survival Horror,Action,Zombies,Masterpiece,Horror,Third-Person Shooter,Singleplayer,Adventure,Third Person,Classic,Quick-Time Events,Atmospheric,Survival,Remake,Shooter,Gore,Replay Value,Great Soundtrack,Difficult"
Star Conflict,"Free to Play,Space,Action,Multiplayer,Sci-fi,Massively Multiplayer,Simulation,Open World,Space Sim,Flight,Shooter,Co-op,Third Person,PvP,Competitive,Adventure,Atmospheric,Sandbox,MMORPG,VR"
Dead Space™ 2,"Horror,Action,Sci-fi,Space,Third Person,Survival Horror,Gore,Multiplayer,Third-Person Shooter,Atmospheric,Singleplayer,Shooter,Aliens,Co-op,Adventure,Story Rich,Survival,Futuristic,Blood,Masterpiece"
Aerofly FS 2 Flight Simulator,"Simulation,Flight,Realistic,Open World,VR,Indie,Early Access,Multiplayer,Singleplayer"
Megaquarium,"Management,Simulation,Strategy,Building,Indie,Singleplayer,Sandbox"
Tomb Raider,"Adventure,Action,Female Protagonist,Third Person,Lara Croft,Singleplayer,Third-Person Shooter,Story Rich,Exploration,Multiplayer,Quick-Time Events,Atmospheric,Action-Adventure,Shooter,Stealth,Puzzle,Cinematic,Platformer,Masterpiece,RPG"
Parkasaurus,"Early Access,Dinosaurs,Simulation,Management,Early Access,Building,Sandbox,Cute,Singleplayer,City Builder,Colorful,Resource Management,Indie,Strategy,Casual,Funny,Isometric,Comedy,Adventure,Games Workshop"
The Stronghold Collection,"Strategy,Medieval,RTS,Multiplayer,Classic,Simulation,Singleplayer,Base Building,Economy,City Builder,Building,Funny,Historical,Atmospheric,Resource Management,Comedy,Great Soundtrack,Real Time Tactics,Co-op,Tactical"
Wargroove,"Turn-Based Strategy,Strategy,Pixel Graphics,Indie,Turn-Based,Fantasy,Turn-Based Tactics,Multiplayer,Great Soundtrack,2D,Female Protagonist,Tactical,Anime,Tactical RPG"
Natural Selection 2,"Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Moddable,Tactical,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure"
The Fruit of Grisaia,"Visual Novel,Anime,Nudity,Story Rich,Multiple Endings,Mature,Romance,Singleplayer,Comedy,Adventure,Great Soundtrack,Sexual Content,Cute,Casual,Psychological,Dating Sim,Psychological Horror,Violent,Choices Matter,Action"
Broforce,"America,Action,Pixel Graphics,Co-op,2D,Platformer,Local Co-Op,Multiplayer,Indie,Shooter,Side Scroller,Funny,Retro,Gore,Local Multiplayer,Comedy,Arcade,Adventure,Casual,Masterpiece"
Paint the Town Red,"Early Access,Gore,Action,Blood,Fighting,Violent,First-Person,Multiplayer,Early Access,Beat 'em up,Funny,Sandbox,Singleplayer,Survival,Indie,Pixel Graphics,Physics,Difficult,Voxel,FPS"
realMyst: Masterpiece Edition,"Adventure,Puzzle,Point & Click,Exploration,Classic,Mystery,First-Person,Remake,Story Rich,Indie,Relaxing,Difficult,Singleplayer,Atmospheric,Beautiful,Walking Simulator,Surreal,FMV,Casual,Masterpiece"
Quantum Break,"Action,Story Rich,Time Manipulation,Sci-fi,Singleplayer,Cinematic,Third Person,Third-Person Shooter,Atmospheric,Adventure,Episodic,Choices Matter,Shooter,Time Travel,Bullet Time,Great Soundtrack,Open World,Controller,Masterpiece,Stealth"
Worms W.M.D,"Strategy,Multiplayer,Funny,Action,Turn-Based Strategy,2D,Local Multiplayer,Shooter,Turn-Based,Comedy,Singleplayer,Memes,Classic,Co-op,Casual,Local Co-Op,Adventure,Open World,Gore,Platformer"
EVERSPACE™,"Space,Action,Sci-fi,Rogue-like,Space Sim,Singleplayer,Indie,Rogue-lite,Shooter,VR,Survival,Flight,Exploration,6DOF,Great Soundtrack,Difficult,Arcade,Simulation,Early Access,TrackIR"
Staxel,"Sandbox,Agriculture,Multiplayer,Voxel,Simulation,Cute,Building,Open World,Indie,RPG,Pixel Graphics,Casual,Character Customization,Nature,Adventure,Relaxing,Co-op,Survival,Early Access,Moddable"
NEKOPARA Vol. 3,"Anime,Sexual Content,Nudity,Cute,Visual Novel,Story Rich,Dating Sim,Singleplayer,Casual,Great Soundtrack,Romance,Indie,Atmospheric,2D,NSFW,Adventure,Replay Value,Masterpiece,Funny,Comedy"
Orcs Must Die! 2,"Tower Defense,Co-op,Action,Strategy,Online Co-Op,Indie,Third Person,Fantasy,Multiplayer,Funny,Comedy,Third-Person Shooter,Singleplayer,Cartoony,RPG,Shooter,Adventure,Female Protagonist,Great Soundtrack,Controller"
Ashes of the Singularity: Escalation,"Strategy,RTS,Sci-fi,Multiplayer,Singleplayer,Simulation,Indie,Futuristic,Benchmark,Great Soundtrack,Replay Value,Real Time Tactics,Co-op,Space,Base Building,Tactical,War,Action,Real-Time with Pause,Military"
Gun Club VR,"Shooter,Gun Customization,FPS,VR,Simulation,Realistic,Action,First-Person,Indie,Zombies,Arcade,Fast-Paced,Score Attack"
Little Nightmares,"Horror,Atmospheric,Adventure,Dark,Puzzle-Platformer,Singleplayer,Puzzle,Indie,Stealth,Platformer,Story Rich,Great Soundtrack,Psychological Horror,Short,Female Protagonist,Survival Horror,Third Person,2.5D,Strategy,Action"
Rise of Industry,"Management,Economy,Strategy,Simulation,Resource Management,City Builder,Indie,Trading,Base Building,Early Access,Singleplayer,Building,Multiplayer"
Dead Space,"Horror,Sci-fi,Action,Space,Third Person,Survival Horror,Atmospheric,Singleplayer,Third-Person Shooter,Gore,Shooter,Aliens,Dark,Futuristic,Story Rich,Silent Protagonist,Survival,Adventure,Masterpiece,Zombies"
